text,Sentiment
"🚨BREAKING: HAMAS SAYS ISRAEL DECLINED TO RECEIVE HOSTAGES
 

 Hamas said they intended to release two more hostages for ""humanitarian reasons,"" but Israel declined to receive them.
 

 Source: Spokesperson Abu Ubaida, through Qatar, reported by Reuters https://t.co/wYmmG4GbM5",Neutral/None
"الوضع بشع في غزة، نفاذ الوقود من المستشفيات يجعل الأطباء يقومون بالعمليات الجراحية على إضاءة الهواتف. 
 

 The situation is horrific in Gaza. Hospitals are running out of fuel, forcing doctors to perform surgeries on phones light.
 

 #Gaza_Genocide #Israel #Hamas #Gaza https://t.co/f4tLJKgVJY",Pro-Palestine
🛑Dos terroristas de Hamás con armas automáticas en las manos. Las mismas terroristas fingiendo ser víctimas delante de la TV. https://t.co/Eysj63T99n,Neutral/None
"Prime Minister of Malaysia: “We will not condemn Hamas, and our relationship will continue” Malaysia 🇲🇾 🤝 🇵🇸 https://t.co/FDJuSkBWCH",Pro-Palestine
"“¡Qué vergüenza!”
 El duro mensaje de la eurodiputada belga Assita Kanko contra el parlamentario de @sumar y amigo de los terroristas, por no condenar los ataques de Hamás. https://t.co/xtRueynpDl",Neutral/None
"Notice Biden says Hamas and Russia are 'undermining democracy' and this is the same exact line he uses for Trump supporters
 

 That is not an accident",Pro-Palestine
"Things people call you when they don’t want to debate your actual arguments 
 

 Antisemite 
 

 Terrorist sympathizer 
 

 Jew hater 
 

 Nazi 
 

 Hamas 
 

 Racist 
 

 Traitor",Pro-Palestine
"The UN said it DID NOT check the trucks that entered the Gaza Strip.
 

 No official checked it. No one.
 

 How do we know it's humanitarian aid and not more rockets for Hamas?",Pro-Palestine
"An Israeli Bedouin Arab IDF combat soldier threatens Hamas: ""You murdered our brothers and sisters. We are coming to Gaza to cleanse it of your evil. Arabs of the Negev are neither with you nor with your hypocrisy, you don't believe in Allah."" #StandWithIsrael #Gaza https://t.co/qdkNgJpzbi",Neutral/None
"#WATCH | IDF releases audio recording of Hamas operatives talking about misfired rocket causing Gaza hospital blast
 

 (Video source: Reuters) https://t.co/mWJm0oHYXu",Pro-Palestine
"Si tu accuses le Hamas d'avoir lâché sa propre roquette sur l'hôpital, tu n'as aucun intérêt à contester à la baisse le nombre de victimes.",Pro-Palestine
"BREAKING: SAUDI PRINCE CONDEMNS BOTH ISRAEL AND HAMAS
 

 ""I condemn Hamas for sabotaging the attempt of Saudi Arabia to reach a peaceful resolution” to the Palestinian plight.
 

 ""I condemn Israel for funneling Qatari money for Hamas"" https://t.co/BvRu3jHh51",Neutral/None
"Shlomo Ron🕯️
 

 Shlomo gave his life to save his family. When Hamas invaded Kibbutz Nahal Oz, the 85-year-old sent his wife, daughters, and grandson into the saferoom.
 

 He believed that if the terrorists would see the lonely old man alone, they'd murder him and move on, sparring… https://t.co/SGWRaVpw4l",Pro-Palestine
1 in 5 Hamas &amp; Islamic Jihad rockets hit Gaza in the last 24 hours. https://t.co/sfOv02NMuU,Pro-Palestine
"🚨JUST IN - UK Prime Minister on Gaza Hospital Bombing:
 

 ""Information from Hamas should be treated the same as information coming from the Kremlin."" https://t.co/u1PjKibcsf",Pro-Palestine
"More innocent people in Gaza killed by a misfired Hamas rocket. This time on an UNRWA school.
 

 Since the beginning of Swords of Iron, over 7,100 rockets have been launched at Israel. Approximately 6-10% fall short within Gaza. 
 

 When they fall in Gaza, there is no early warning… https://t.co/OwOTGchSKJ",Pro-Palestine
"A failed Hamas rocket launch...
 

 No, this is not a rocket attack. Instead, it's Israeli settlers from the Yitzhar outpost in the occupied West Bank, who attacked the Palestinian town of Huwarah, burned cars &amp; shot at civilians, before leaving, as usual, without any consequence. https://t.co/9FCogsdScV",Pro-Palestine
"🇮🇱 | ÚLTIMA HORA: Las Fuerzas de Defensa de Israel confirman que han ELIMINADO a Jehad Mheisen, el líder de las fuerzas de seguridad del grupo terrorista Hamas. Ya es el segundo alto rango del día. https://t.co/TUnRmQ3gHt",Neutral/None
"Tel Aviv una noche más bajo los cohetes que Hamás lanza desde la franja de Gaza. Que parece que a muchos esto se les olvida. 
 https://t.co/PoaxDR8tHr",Neutral/None
"Sobre la masacre en el #hospital de Al Ahli, después de haber cubierto dos guerras en #Gaza (2012 y 2014): Sólo los ataques de #Israel pueden matar a cientos de personas (con bombas de una tonelada). Los cohetes de Hamas y la Yihad también matan, pero no tienen esa capacidad. 🧵",Pro-Palestine
"A CNN reporter, a BBC reporter, and an Israeli commando are captured by Hamas in Gaza.
 

 The leader of the terrorists told them that he would grant them each one last request before they were beheaded.
 

 The CNN Reporter said, ""Well, I’m an American, so I’d like one last hamburger…",Pro-Palestine
"EU Parliament passed a resolution supporting Israel's fight against Hamas-ISIS terrorists and the immediate return of Israeli hostages. 
 

 500 ✅
 21 🚫 https://t.co/rMcvRyhevu",Neutral/None
"Did you hear about Hamas complaining that Gaza has no electricity?
 

 When Hamas infiltrated Israel, they destroyed 9 out of 10 power lines to Gaza. 
 

 Blame Hamas, not Israel.",Pro-Palestine
Bangsat @fmtoday panggil Hamas militan. Talibarut Zionis ke? https://t.co/NjmGcqqH1U,Pro-Palestine
These LIES are still up from the Hamas caucus. No deletions. No corrections. Absolutely shameful. https://t.co/5EQLICKUux,Pro-Palestine
"After being proven a Nazi Hamas ISIS mouthpiece, @nytimes has lost its verification badge. https://t.co/pJirUHnIun",Pro-Palestine
"We are on the threshold of total war.
 

 If the Israeli's march into Gaza they will fail to root out the thousands of Hamas fighters there. 
 

 The arsenal of rockets and missiles in the region is enormous. 
 

 The rest of the region is prepared to go to war..
 

 It's not just a Iran.… https://t.co/Q0KEOutX6E",Pro-Palestine
"To have a child taken from you is a parent’s worst nightmare.
 

 This morning I heard from families going through this unbearable agony.
 

 Working with our partners, we’re determined to secure the release of the hostages taken by Hamas terrorists. https://t.co/F7AV021o9x",Pro-Palestine
"Do you need to speak Arabic to recognise the words Hamas, Yahood and Kufr?
 

 Filmed at 16:45, Whitehall centre of Londonistan https://t.co/mpDPdvCxR3",Pro-Palestine
"🔴 Los seres de luz de Hamás publican un vídeo de la violación y asesinato de la turista secuestrada en la incursión de Israel 
 

 En breve el comunicado de Igualdad comunicando la condena 
 

 DAN VERGÜENZA Y ASCO https://t.co/5edxcjKAkt",Pro-Israel
"Hamas: fired at their own hospital and blamed Israel
 

 Republicans: fired at their own speaker and blamed Democrats 
 

 Same energy",Neutral/None
so weird that this russian war crime of bombing a ukrainian hospital with a 500kg bomb did not get more outrage and media coverage than the Hamas failed rocket on the Baptist hospital in gaza ...,Pro-Palestine
"I want all the moral nullities who signed the ""arts"" letter without mentioning Hamas and tortured and murdered Jews (because who cares about them, really? ) to read this and tell me that cutting open the belly of a pregnant woman and torturing parents in front of their children…",Pro-Palestine
"These two women have two things in common:
 

 1. They both survived the Holocaust.
 2. But not the atrocities of Hamas.
 

 Naomi succumbed to injuries from Hamas rockets in 2021.
 Gina, 90 years old, was shot in her house by Hamas terrorists two weeks ago. https://t.co/MIowDlE6eK",Pro-Palestine
"This is Lt. Col Or, commander of the mixed-gender infantry unit Caracal. 
 

 She and her soldiers fought a brave battle protecting the village of Yated, captured and arrested 15 Hamas terrorists, and saved the residents. 
 

 Here she is with her mother, who 50 years ago received a… https://t.co/aQ6gvndtKk",Pro-Palestine
Lo del hospital Ramón y Cajal ha sido Hamas. https://t.co/5SQVGwHSRE,Pro-Palestine
"Noa and Gideon Hiel 🕯️🕯️
 

 Siblings who went together to the desert music festival in southern Israel. 
 

 For 11 days, their family waited in agony for news until they received news that their bodies were discovered. Both had been murdered by Hamas. 
 

 May their memories be a… https://t.co/uG1anSHDBW",Neutral/None
"""¡Qué vergüenza!""
 

 El duro reproche de una eurodiputada belga a un europarlamentario español de Izquierda Unida por no condenar los ataques de Hamas https://t.co/xFuavbzMxQ",Pro-Palestine
"Student at University of Pennsylvania destroying posters of Israeli children kidnapped by Hamas. 
 

 What are you teaching your students at @UofPenn? https://t.co/i7LxpeQjCi",Neutral/None
"KEMASKINI 
 

 Bendera Palestin dan Hamas dinaikkan penduduk Lubnan di tembok Kedutaan Besar US di Beirut, Lubnan https://t.co/SInvCJW43j",Pro-Palestine
"#URGENTE 🔴 El Líder de Hamás llama ATENTAR en TODO el Territorio Europeo🇪🇺, este Fin de Semana.
 

 ""El TERROR llegará a Europa"". https://t.co/o17q2J1pYH",Neutral/None
"🚨| ÚLTIMA HORA: Las Fuerzas de Defensa de Israel han anunciado que han asesinado al ingeniero superior y jefe del Departamento de Proyectos y Desarrollo de Hamas, Mahmoud Zavih, quien jugó un papel decisivo en la investigación y el desarrollo de la tecnología de cohetes y drones… https://t.co/aKrjvlPcBK",Neutral/None
"🇩🇪 | La Ministra del Interior de Alemania, Nancy Faeser, declara que no se tolerará la propaganda de Hamás en Alemania y que aquellos que la apoyen deberían ser arrestados y expulsados del país. https://t.co/0sU9V7MBX6",Neutral/None
"Outside the Tel Aviv museum, a Shabbat table is set for 203 hostages kidnapped by Hamas to Gaza. 
 

 Please watch the full length of the video, and try to imagine the whole world behind each one of those empty seats. https://t.co/8CzS0p3WKe",Pro-Palestine
"Meet Michal Elon.
 

 The mother of 10 works as a pediatric oncology nurse. On Oct 7, she and her family were at Zikim army base to be with soldiers during the Jewish holiday of Sukkot.
 

 Early in the morning, sirens sounded and with horror, Michal and her husband realized that Hamas… https://t.co/augg4JWHKM",Pro-Palestine
"El Parlamento Europeo aprobó por abrumadora mayoría una declaración sin precedentes, condenando enérgicamente el ataque terrorista asesino de Hamás y apoyando el derecho de #Israel a defenderse. 
 🇮🇱💪
 La propuesta, que también pide la liberación inmediata de todos los… https://t.co/phQu9X9MVG",Pro-Israel
"Watch: Female Hamas terrorists explain why they tried and still want to murder innocent Jews including women and children.
 

 It seems that Twitter is limiting my reach. If you see it let me know and write ""I saw"" in the comments below.
 https://t.co/8XH64VuMeK",Pro-Palestine
"This is the horrible &amp; horrifying moment the IOF shoots &amp; executes 16-year-old Taha Mahameed in the Nour Shams Refugee Camp in the West Bank.
 

 The IOF is waging a secondary campaign of genocide against the Palestinians in the West Bank - Where Hamas has NO control. https://t.co/hteGkXQArP",Pro-Palestine
Hamas is a terrorist organization.,Pro-Palestine
"🇵🇸 | LO ÚLTIMO: Un oficial de inteligencia europeo afirma que el número de muertos en la explosión del martes por la noche en el estacionamiento de un Hospital en Ciudad de Gaza oscila entre 10 y 50, y no entre 500 y 800 como asegura constantemente Hamás. https://t.co/7fCP5gXI92",Pro-Palestine
"Son capaces de asesinar bebés, violar adolescentes, torturar ancianos, decapitar mujeres y secuestrar niños, pero según algunos no son capaces de mentir. Todo lo que dice Hamás es verdad...
 

 Lo cierto es que hay profundos deficientes mentales que se lo creen sin rechistar.",Neutral/None
"At 🇺🇳:
 

 🇺🇸🇬🇧: condemn Hamas by name
 🇧🇷:ok
 🇺🇸🇬🇧: and call it a humanitarian ceasefire, not an immediate one
 🇧🇷:ok
 🇺🇸🇬🇧: and don’t mention 🇮🇱
 🇧🇷:ok
 🇺🇸🇬🇧: you know what? Call it a “pause” not a “ceasefire”
 🇧🇷:ok, vote?
 🇺🇸:VETO
 🇬🇧:ABSTAIN
 🇧🇷: ?!
 🇺🇸🇬🇧:you didn’t say self defence
 🇧🇷:🤯",Pro-Palestine
lesson to journalists: maybe don’t trust hamas as your sole source?,Pro-Palestine
"Aventura, Florida. @Target, I doubt you stand by employees tearing apart images of missing children being held hostage by Hamas in Gaza. 
 

 Please, do the right thing. https://t.co/pLfIrnUBE5",Pro-Palestine
Make no mistake about it - Joe Biden just gave $100 million dollars to Hamas.,Pro-Palestine
"“¿Hamas es la fuente de todos los males? Pues imaginemos, por un momento, un mundo sin #Hamás. Y ahora pongámosle un nombre: Cisjordania. Allí no gobierna Hamás y desde agosto 37 niños palestinos han sido asesinados” Bassem Yousef ha vuelto https://t.co/wuUvSJxP1F https://t.co/SLXP0uxVAr",Pro-Palestine
"Baru perasan, nak counter balik status2 orang Bharat (India) yang sokong Zionis ni, reply kat dia, 'India support HAMAS', bukan main marah lagi. haha",Pro-Palestine
"A los medios de comunicación en todo el mundo:
 

 Una organización terrorista como #Hamás NO es una fuente fidedigna para sus noticias.
 

 #HamasEsISIS https://t.co/fPlCGq1fuZ",Pro-Palestine
"Reunidos en el cielo 💔
 

 El hermano pequeño y los padres de la hermosa Alin fueron asesinados por el Hamas. 
 

 Hoy nos enteramos también de la muerte de Alin que será enterrada hoy. 
 

 Desgarrador. 
 

 Bendita sea su memoria. https://t.co/DzgxhiX76p",Pro-Palestine
"🇨🇱 El presidente de Chile, Gabriel Boric, condenó el ataque israelí contra un hospital en la Franja de Gaza, que hasta el momento ha dejado un saldo de 500 muertos.
 

 ""Quiero decir, como presidente de Chile, que los atentados inaceptables y brutales perpetrados por Hamás no… https://t.co/K73pXHmz0d",Neutral/None
"What we witnessed yesterday at the Capitol building was the Hamas caucus trying to overthrow our government... Rashida Tlaib needs to be held accountable. 
 

 No justice, No peace. (Did I do that right?)",Neutral/None
"Am feeling pure rage at what is being allowed to happen on the streets of London. 
 100,000 people marching because they think Hamas didn't go far enough. 
 100,000 people who want rid of me and my fellow Jews. 
 And don't give me that bullshit about a peaceful march for Palestine.",Pro-Palestine
"Les LGBT+ qui sont allés manifester à Paris en soutien au Hamas, organisation islamiste et homophobe qui fait valser les gays depuis des toits d’immeubles : vous êtes à vomir ! https://t.co/QVjMM4Tsw0",Pro-Palestine
"While the world shares footage of our demolition of terrorist infrastructure and assets, and it looks impressive, our targets are focused and exact. Hamas media will have you believe that all of Gaza is a war zone and everyone is in danger of an Israeli missile with no warning.… https://t.co/96Z3i8uq47",Pro-Palestine
"That audio recording of Hamas operatives supposedly saying it was a misfired rocket from Islamic Jihad?
 

 The Israeli state faked it.",Neutral/None
"Eran 6 y quedaron 2: ""Sin padres, sin hermanos mayores, sin casa""💔
 

 Los padres, Rinat y Chen, los hermanos mayores Alon (16 años) e Ido (14 años) fueron todos asesinados en la masacre cometida por el #Hamas en la comunidad de Beeri en el sur de #Israel el pasado 7/10.
 

 Solo… https://t.co/E8u8XFv5NQ",Neutral/None
"La France a voté une résolution minimaliste à l'ONU. Malgré cela, les USA ont opposé leur droit de veto.
 

 Le projet condamnait les seuls crimes du Hamas, et se contentait de demander : la résiliation de l'ordre d'évacuation du nord Gaza, la création de corridors humanitaires…",Pro-Palestine
"La enorme presión de los EEUU sobre los emires de Qatar ha conseguido que Hamas libere a dos de las rehenes secuestradas en #Israel el 7 de octubre pasado, se trata de Judith Raanan de 59 años y su hija Natalie de 18 años, ambas norteamericanas, quienes se encuentran ya en manos… https://t.co/FlLJqMfQVt",Neutral/None
"Soltó a la calle a cientos de violadores y rebajó la pena a más de 1000. No condenó la masacre étnica, tortura, amputaciones y secuestros de cientos de inocentes por Hamás. Y aún sigue en la política como Ministra de España. Somos una aberración en Europa.
 https://t.co/1C26UMp8dx",Neutral/None
"On October 7, 2023, Hamas entered Israel and slaughtered 1,400+ Israelis. I have tons of family members in Israel so it is certainly a tragedy that has personal undertones. Over the past 11 days, I've weighed in on this tragedy in a very measured and rational manner. That has…",Neutral/None
"“do you condemn hamas or not?”
 do YOU condemn israel or not? because i DO condemn an illegal settler who's trying to erase the ethnic palestinians. i DO condemn a pathetic excuse of a faux state who is bombing hospitals, mosques, churches. history will never ever forgive you.",Neutral/None
"Noya’s body was found along with her grandmother. Hamas terrorists slaughtered Noya in front of her grandmother and murdered her grandma too.
 

 You can imagine why it took so long to identify them… 
 

 I was so hoping for a different ending to this tragic story. 💔",Pro-Palestine
"Le ""C"" du Chamas Tacos est en panne, ce qui donne ""Hamas Tacos""
 

 Des policiers sont appelés et intervenus en menaçant l'enseigne de fermeture administrative... à cause d'une lettre en panne. 
 

 Non, sincèrement, la tournure que prend c'est pays est délirante.",Pro-Palestine
"Hamas tortured parents in front of their kids, parents in front of their kids—gouged out eyes, cut off flesh, and then shot them with their hands tied behind their backs.
 

 We will eradicate this satanism from earth and not even hell will give it refuge. https://t.co/4sjb6I6dGn",Pro-Palestine
"Just checking but how long did it take for Corbyn, AOC, Ilhan, Rashida, that bassist they fired from Pink Floyd and the guy who makes funny guitar sounds from Rage Against the Machine to tweet ANYTHING after Hamas butchered 1300 of our men, women and children and filmed it on…",Pro-Palestine
"""Hamas and Putin represent different threats. But they share this in common: they both want to completely annihilate a neighboring democracy, to completely annihilate it. If we do not stop Putin's appetite for power and control in Ukraine, he will not limit himself to Ukraine,"" -… https://t.co/AgOsZzPzbH",Pro-Palestine
"Netanyahu's advisor is sharing AI-generated images of Hamas leaders living luxuriously. 
 

 This is all they've got.",Pro-Palestine
Some news anchors have been parroting a preposterous line hand-fed to them by Hamas terrorists: that the release of the two hostages was “humanitarian.” It wasn’t. It was strategic. That’s why they released only Americans. No babies were released. It was intended to delay Israel…,Neutral/None
"By any objective standards, Hamas is a far-right, reactionary, theocratic, fascist, sexist, homophobic, transphobic, racist, antisemitic group.
 

 The fact that many Western Leftists sympathize with it, promote its propaganda, repeat its talking points, and/or make excuses for it,…",Pro-Palestine
. @vinodkapri is on HAMAS payroll to spread Fake news in India https://t.co/gP97WUbRFL,Pro-Palestine
"El Canal 12 informa que los terroristas del Hamás-Daesh que llevaron a cabo los atentados del 7 de octubre en #Israel, estaban bajo la influencia de Captagon, un estimulante sintético de tipo anfetamina que viene siendo producido clandestinamente en el sur de Europa y traficado a… https://t.co/0DtwFT8Eav",Pro-Israel
"Of course, Hamas carried out brutal atrocities against Israeli civilians to lure Israel into a protracted conflict in Gaza, with hopes of sparking a large war. Israeli &amp; American officials understand their strategy. 1/THREAD",Pro-Palestine
"La muerte de civiles en un hospital en Gaza era un intolerable acto de barbarie de Israel que requería que se tomaran todo tipo de represalias contra ellos. Una vez se ha descubierto que ha sido un cohete de Hamás el que cayó en el hospital, Yolanda Díaz y cía ya no consideran… https://t.co/OW2UMmdaEz",Neutral/None
"“La mesa de Shabbat vacía”: Los estamos esperando
 

 Frente al museo de arte de Tel Aviv colocaron una mesa vacía con un puesto por cada uno de los israelíes que está ahora secuestrado en manos del #Hamas y a los que su familia sigue esperando
 

 #Liberenlos 
  https://t.co/MVtHVFjeX5",Pro-Israel
So Hamas tried to release two more of the hostages on humanitarian grounds and Netanyahu REFUSED!,Pro-Palestine
"New: A handful of influential but unreliable ""breaking news"" accounts, many promoted by Elon Musk, are dominating the flow of news on Twitter around the Israel-Hamas war and easily outpacing established mainstream news outlets, according to new research. https://t.co/eeej806iZu",Neutral/None
"We have never seen a more graphic example of the double standards applied to Israel than the wave of condemnation that erupted when people thought the IDF were responsible for the hospital attack, followed by the silence accompanying the realisation it was Hamas or their proxies.",Pro-Israel
"I think we're done taking dictates from organizations around the world what we should or shouldn't do in Gaza. We're going to dismantle Hamas and get our people home, and I hope Gazan civilians will evacuate the North. As told on @CNN https://t.co/E4MFZYtj9e",Pro-Palestine
"Un padre israelí cuyos hijos han sido raptados por Hamás estalla en @EnBocaDe_Todos: «Se han olvidado quién voló los trenes de Atocha».
 

 «¿Derechos humanos? Os invito a ir a Gaza y abrir la boca».
 

 «Si defienden a Hamás son lo mismo que Hamás». https://t.co/lOXt6bGG3M",Neutral/None
"Hamas, descripción gráfica. https://t.co/zfJzpfJaxb",Pro-Palestine
"🚨 The police are under pressure to ban a pro-Palestinian march in London after a @JewishChron investigation revealed that leaders in several of the groups behind it had links to Hamas. 
 Some of them have been photographed meeting terror chiefs in Gaza and several have openly…",Pro-Palestine
"wow, Hamas sold their friend’s nose and mouth so they could buy a private jet. appalling. he appears to be coping with the situation by turning into a duckbill of some type. I hope he’s alright https://t.co/8gXFZB7qO0",Pro-Palestine
"Channel 4 News in the UK suggesting, based on their reporting, that the Israeli audio of the alleged Hamas guys talking about the attack “is a fake.” So many claims and counter-claims in this conflict.",Neutral/None
Esto nunca. Se debe condenar al estado de Israel por cometer crímenes de guerra contra población civil. Jamás a la comunidad judía que no es responsable de sus pésimos gobernantes. Ser judío no implica apoyar a Netanyahu al igual que ser palestino no implica apoyar a Hamás.,Pro-Israel
"Hamas have released two American hostages, a mother and a daughter, as a gesture of goodwill.
 

 This is the 2nd time Hamas do this.
 

 When will Israel release the 1000+ Palestinians in administrative detention— kidnapped, imprisoned indefinitely and *not even allowed to know why*?",Neutral/None
"#Hamas en sus propias palabras: ""Se han formado escudos humanos de mujeres, de niños, de ancianos.. Al enemigo sionista: Nosotros amamos la muerte tanto como ustedes aman la vida"" (Fathi Hammad, ex Ministro de Interior del Hamas, Febrero 2008)
 

 Por más que intenten mentir al… https://t.co/zkudPaVpSz",Pro-Palestine
"Another target where people had gathered for shelter. Not sure how anyone can frame targeting medical facilities, churches, UN schools and mosques as a legitimate response to the Hamas attack. But I'm not a US Congressman.",Pro-Palestine
"🧵THREAD🧵
 

 A deadly blast hit Gaza yesterday. Hamas blamed Israel. The media rushed to parrot their claims. Evidence suggests they were lies. @FreeBeacon
 

 Here are the outlets who carried water for a terrorist group to smear Israel ⤵️ 
 https://t.co/z3RW3XVmEe",Pro-Palestine
"Hoy conversé con el Presidente del Estado Palestina, Mahmoud Abbas. Pude transmitirle nuestra profunda preocupación por la situación humanitaria en Gaza, por los ataques indiscriminados a civiles inocentes, tanto por parte de Hamas como del Estado de Israel.",Pro-Palestine
"Este niño palestino dice querer regresar a su casa, mientras el horror se refleja en su rostro en medio de los bombardeos israelíes sobre Gaza que no han cesado en los últimos 12 días. Quien justifique esa situación por los crímenes y secuestros cometidos por Hamas no tiene alma.",Pro-Palestine
"VIDEO: Cerca de 550 cohetes disparados por terroristas desde #Gaza hacia Israel han fallado y han caído dentro de la misma Franja de Gaza.
 

 La organización terrorista Hamas usa a los residentes de Gaza como escudos humanos, lanzando cohetes desde áreas civiles y poniendo en… https://t.co/C7u9u90Bxb",Pro-Palestine
"Zur Saidi 🕯️
 

 Zur was murdered by Hamas alongside two childhood friends at the desert music festival on October 7. He was killed while trying to take care of the wounded. His sister shared, “He could have fled, but he stayed to take care of them.”
 

 May Zur’s memory forever be a… https://t.co/ge1oHydVH6",Pro-Palestine
"O deputado bolsonarista Gustavo Gayer postou (e apagou) uma lista de ""brasileiros que apoiam o Hamas"" que ele fez e enviou para a EMBAIXADA DOS EUA
 

 Consegui recuperar no cache do google e salvei no Wayback Machine. Agora nunca mais se perde. Se você tá nessa lista, PROCESSE ELE! https://t.co/qehZbiZoUC",Pro-Palestine
"Aujourd’hui à l’ONU, la France a voté pour la résolution du Brésil condamnant les attaques terroristes du Hamas contre Israël et exigeant la libération des otages, la protection des civils et le respect du droit humanitaire à Gaza.
 

 Paix et sécurité pour tous au Proche-Orient.",Pro-Palestine
"Russia has bombed 218 hospitals and health care facilities in Ukraine and it’s normal business for the UN, the Pope and the rest of the world.
 A rocket hits a parking lot outside a hospital, allegedly a faulty Hamas rocket, and the world is on suddenly on fire.
 My feeling of it.",Pro-Palestine
"Miembros de la ONU resultaron heridos durante los bombardeos sionistas de hoy en la ciudad de Khan Younis (Gaza), que sirve de refugio para civiles que esperan ayuda humanitaria.
 

 Ahora la ONU tambien será Hamas imagino, ¿que justificacion hay para bombardear ayuda humanitaria? https://t.co/otkKlKIj7H",Pro-Palestine
"News organizations that immediately took the word of a Hamas controlled entity falsely accusing Israel of striking the hospital should apologize. These news organizations not only got it wrong, their rush to judgement caused other nations to wrongly interpret the hospital blast.",Neutral/None
"Ohad turns 9 on Monday. And he will turn 9 while being held captive by Hamas.
 

 Two weeks ago, he and his mother went to visit his grandparents on Kibbutz Nir Oz over the Jewish holiday of Simchat Torah. 
 

 All four – Keren, Ohad, Avraham, and Ruthie- were taken hostage by… https://t.co/8pyxLBXHwy",Pro-Palestine
"Revealed. The Hamas chief who was given British citizenship, who was given social housing, who was given the Right to Buy ... we have become a joke of a country. Read this.
 https://t.co/Coq0X6SkfW",Pro-Palestine
"Atrapan un terrorista de Hamas sin saber que estaba forrado de explosivos..
 Dios mío 😭Qué nivel de demencia !!! https://t.co/6U2IE0L9fB",Pro-Palestine
"Des habitants ont appelé les flics parce qu'on peut lire ""HAMAS"" sur l'enseigne lumineuse d'un fast food à cause d'une lettre en panne... https://t.co/JU56bUZ5j5",Pro-Palestine
"1. Hamas slaughter our families then demand we supply theirs with electricity. 
 

 2 They kidnap our children and insist we give their children food.  
 

 3. They fire rockets on our cities and tell us to leave their cities alone.  
 

 4. Then they make out that we are the bad guys.",Pro-Palestine
BREAKING: Switzerland launches investigation into Hamas financing,Pro-Palestine
"Hamas terrorists were reportedly fueled by captagon (known as ""poor man’s cocaine"") as they rampaged through southern Israel on October 7. 
 

 The pills were discovered inside the pockets of deceased and captured terrorists. Under the influence, terrorists could commit atrocities…",Neutral/None
"🇵🇸🇮🇱 ✍️ El bombardeo del hospital de Gaza y la prensa - por Manu Levin
 

 “El primer medio que dijo que el hospital fue destruido por un cohete de Hamás fue @i24NEWS_EN 
 el mismo medio israelí que hace unos días lanzó el bulo de los 40 bebés decapitados”
 

 https://t.co/oB7Hj1IwPT",Neutral/None
"Drone footage showed destruction at Gaza’s Nuseirat refugee camp, as the conflict between Israel and Hamas enters its 11th day. https://t.co/YsZe5xrXw2 https://t.co/GUuRWk2gmn",Pro-Palestine
"“While the world's attention is drawn to the unfolding disaster in Gaza, Israeli settlers are taking advantage by entering villages and expelling, and even killing, Palestinian civilians”. The world should be ashamed. Hamas not to blame here. https://t.co/4e0LkIMazh",Pro-Palestine
What's important here is not just that Biden is claiming Hamas bombed the Ahli hospital but that he wants the world to know that the US is on Israel's side. The timing and tone of this message will cost the US far more than it will help Biden in elections:…,Neutral/None
"La propaganda israelí se les está yendo de las manos. Acusar mediante su ejército de bots y trolls a Médicos sin fronteras, a la ONU, a la iglesia ortodoxa, a periodistas o a cualquier asociación humanitaria de cómplices de Hamás es tan ridículo que evidencia su naturaleza.",Pro-Israel
Wow. My brother wrote to his local MP Jonathan Howell asking him to ask the UK Foreign Secretary to request that Israel uphold its responsibility under int'l law to protect Palestinian civilians. He responded saying there is no distinction between Palestinians and Hamas. https://t.co/997yfFgZ0T,Neutral/None
"🇺🇳 AGORA: Estados Unidos vetam resolução do Brasil no Conselho de Segurança da ONU que pedia um cessar-fogo na guerra entre Israel e Hamas.
 

 Foram 12 votos a favor, um voto contra (EUA) e duas abstenções (Rússia e Reino Unido).
 

 https://t.co/75fd2Fs11D",Neutral/None
"a point that i fear is disappearing from the media narrative is that Hamas originally took those festival hostages in order to leverage for the release of all the Palestinians held indefinitely in Israeli prisons without trail, a proposal that Israel has repeatedly rejected since",Neutral/None
having a hard time understanding why the incredibly sophisticated and massively funded israeli army has struggled to stop hamas fighters who apparently recap their bombings on walkie talkie and walk around carrying files labeled “super secret plan to do murders”,Neutral/None
Marco Rubio to introduce legislation allowing deportation and cancelling of visas of people deemed to be Hamas supporters. Given that “Hamas supporter” has been defined broadly enough as anyone sympathetic to Palestinians you can see where this is going: https://t.co/cvSrU2D1nE,Pro-Palestine
